Year,Country,State,Bacteria,Antibiotic,Resistance%,Resistant_Count,Number_of_Isolates,Specimen_Type,Age_Group,Percent_Male,Lab_Method,MDR_Flag
2018,Uk,Wales,Pseudomonas aeruginosa,Amikacin,21.7,50,232,Blood,60+,50,E-test,0
2020,Uk,England,Klebsiella pneumoniae,Amikacin,25.9,85,327,Wound,41-60,45,Broth Microdilution,0
2023,Usa,New York,Klebsiella pneumoniae,Amikacin,36.0,102,282,Blood,Nov-20,55,Disk Diffusion,0
2022,Uk,Wales,Staphylococcus aureus,Meropenem,27.9,56,200,Wound,60+,45,E-test,0
2018,Uk,Scotland,Staphylococcus aureus,Oxacillin,20.3,68,334,CSF,Nov-20,50,Disk Diffusion,0
2021,Uk,Scotland,Klebsiella pneumoniae,Meropenem,34.4,58,169,Wound,60+,55,Broth Microdilution,0
2022,India,Maharashtra,Klebsiella pneumoniae,Meropenem,45.0,80,178,Wound,60+,55,MIC (Automated),0
2024,Uk,Northern Ireland,E.coli,Ciprofloxacin,39.6,77,195,Urine,60+,45,Disk Diffusion,0
2023,Usa,Florida,Pseudomonas aeruginosa,Meropenem,50.0,122,244,Wound,0-10,55,Disk Diffusion,1
2018,Uk,Northern Ireland,Klebsiella pneumoniae,Amikacin,25.2,38,152,Urine,60+,45,E-test,0
2017,Usa,New York,Staphylococcus aureus,Amikacin,26.8,82,306,Urine,60+,45,MIC (Automated),0
2021,India,Tamil Nadu,Klebsiella pneumoniae,Meropenem,48.8,131,268,Urine,41-60,50,Broth Microdilution,0
2018,India,Delhi,Klebsiella pneumoniae,Oxacillin,39.6,104,263,Urine,41-60,50,Disk Diffusion,0
2024,India,Kerala,Staphylococcus aureus,Amikacin,35.9,87,243,Sputum,21-40,55,MIC (Automated),0
2019,India,Tamil Nadu,E.coli,Meropenem,38.7,72,187,CSF,Nov-20,45,E-test,0
2016,India,Maharashtra,Klebsiella pneumoniae,Amikacin,33.9,71,208,Blood,60+,50,E-test,0
2016,Uk,Northern Ireland,Staphylococcus aureus,Meropenem,23.5,45,193,CSF,0-10,50,MIC (Automated),0
2019,India,Tamil Nadu,Pseudomonas aeruginosa,Meropenem,35.2,84,239,Wound,21-40,55,Broth Microdilution,0
2021,India,Kerala,Klebsiella pneumoniae,Amikacin,39.5,107,270,CSF,60+,55,MIC (Automated),0
2016,Usa,Texas,E.coli,Amikacin,19.1,42,221,Blood,0-10,50,MIC (Automated),0
2018,Usa,New York,Staphylococcus aureus,Oxacillin,32.6,57,175,Urine,21-40,50,Broth Microdilution,0
2024,Usa,New York,Klebsiella pneumoniae,Meropenem,20.0,53,263,Blood,60+,50,Disk Diffusion,0
2020,India,Tamil Nadu,Staphylococcus aureus,Ciprofloxacin,45.6,108,236,Sputum,0-10,50,Disk Diffusion,0
2017,Uk,Wales,Pseudomonas aeruginosa,Amikacin,25.0,12,48,CSF,41-60,55,E-test,0
2017,India,Maharashtra,Staphylococcus aureus,Oxacillin,24.6,21,87,Sputum,41-60,50,E-test,0
2017,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,35.1,34,96,Urine,Nov-20,50,E-test,0
2018,Usa,Florida,Staphylococcus aureus,Oxacillin,28.9,32,109,CSF,21-40,55,E-test,0
2017,Uk,Wales,Staphylococcus aureus,Oxacillin,25.4,53,208,Blood,60+,55,MIC (Automated),0
2023,Usa,New York,Staphylococcus aureus,Amikacin,28.2,18,64,Wound,0-10,45,Disk Diffusion,0
2019,Uk,Wales,Pseudomonas aeruginosa,Amikacin,26.3,47,178,CSF,0-10,50,Disk Diffusion,0
2015,India,Kerala,Pseudomonas aeruginosa,Oxacillin,29.7,72,244,Urine,Nov-20,50,Broth Microdilution,0
2019,Usa,New York,E.coli,Meropenem,22.0,61,278,Urine,41-60,50,MIC (Automated),0
2022,Uk,England,E.coli,Oxacillin,33.6,20,59,Urine,0-10,50,Broth Microdilution,0
2023,Uk,Northern Ireland,Klebsiella pneumoniae,Meropenem,24.8,42,169,Wound,Nov-20,55,MIC (Automated),0
2023,Uk,Northern Ireland,Pseudomonas aeruginosa,Amikacin,46.8,117,251,Blood,21-40,45,E-test,0
2021,Uk,England,E.coli,Oxacillin,34.2,98,288,Blood,Nov-20,50,Disk Diffusion,0
2024,Usa,Florida,Pseudomonas aeruginosa,Amikacin,40.4,97,241,Wound,60+,50,Broth Microdilution,0
2020,India,Kerala,E.coli,Meropenem,33.4,42,127,Wound,0-10,45,Broth Microdilution,0
2018,India,Maharashtra,Staphylococcus aureus,Oxacillin,31.2,98,313,CSF,60+,55,Broth Microdilution,0
2019,Usa,New York,Klebsiella pneumoniae,Ciprofloxacin,24.6,57,230,CSF,0-10,50,Disk Diffusion,0
2022,India,Kerala,E.coli,Meropenem,33.5,38,113,CSF,21-40,45,Broth Microdilution,0
2017,Usa,Florida,Pseudomonas aeruginosa,Meropenem,10.4,23,220,Urine,21-40,55,Disk Diffusion,0
2017,India,Delhi,Klebsiella pneumoniae,Ciprofloxacin,37.9,107,283,Wound,21-40,50,E-test,0
2015,Uk,Scotland,Staphylococcus aureus,Oxacillin,28.3,48,169,Wound,41-60,45,Disk Diffusion,0
2020,Usa,New York,Pseudomonas aeruginosa,Meropenem,23.9,21,87,Blood,Nov-20,45,MIC (Automated),0
2017,India,Kerala,Pseudomonas aeruginosa,Meropenem,30.0,88,293,Wound,Nov-20,50,E-test,0
2017,India,Tamil Nadu,E.coli,Ciprofloxacin,39.7,88,222,Blood,60+,55,Disk Diffusion,0
2021,India,Tamil Nadu,E.coli,Ciprofloxacin,37.8,59,157,CSF,Nov-20,55,Broth Microdilution,0
2024,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,36.5,57,156,Urine,41-60,55,Disk Diffusion,0
2016,India,Maharashtra,Pseudomonas aeruginosa,Oxacillin,47.3,59,124,Urine,60+,55,Broth Microdilution,0
2024,Uk,England,E.coli,Amikacin,33.0,101,307,Urine,41-60,55,E-test,0
2015,Usa,New York,Klebsiella pneumoniae,Oxacillin,32.3,16,50,Urine,60+,55,Disk Diffusion,0
2020,Usa,California,E.coli,Meropenem,17.1,25,147,Wound,Nov-20,50,Broth Microdilution,0
2019,India,Delhi,Klebsiella pneumoniae,Ciprofloxacin,43.0,140,325,Blood,Nov-20,55,Broth Microdilution,0
2022,India,Tamil Nadu,Klebsiella pneumoniae,Oxacillin,40.5,23,57,Blood,Nov-20,50,MIC (Automated),0
2022,India,Tamil Nadu,E.coli,Meropenem,41.8,15,36,Blood,Nov-20,55,E-test,0
2015,Uk,England,Staphylococcus aureus,Meropenem,16.4,48,292,Sputum,41-60,45,Disk Diffusion,0
2020,India,Kerala,Klebsiella pneumoniae,Ciprofloxacin,36.2,62,170,Blood,21-40,45,MIC (Automated),0
2016,Uk,Northern Ireland,E.coli,Ciprofloxacin,30.1,56,186,Blood,60+,45,Broth Microdilution,0
2020,India,Tamil Nadu,Klebsiella pneumoniae,Amikacin,39.4,66,167,Sputum,41-60,55,E-test,0
2023,India,Kerala,Pseudomonas aeruginosa,Oxacillin,32.7,58,177,Blood,41-60,50,MIC (Automated),0
2017,India,Maharashtra,Pseudomonas aeruginosa,Meropenem,33.4,57,172,Urine,41-60,55,MIC (Automated),0
2023,Usa,California,Klebsiella pneumoniae,Oxacillin,39.3,63,161,Urine,Nov-20,45,Broth Microdilution,0
2019,India,Kerala,Pseudomonas aeruginosa,Meropenem,28.3,44,155,Sputum,Nov-20,55,Broth Microdilution,0
2022,India,Tamil Nadu,E.coli,Ciprofloxacin,38.4,122,317,Urine,41-60,55,E-test,0
2018,Usa,Texas,E.coli,Ciprofloxacin,36.1,44,123,Urine,0-10,45,MIC (Automated),0
2021,India,Delhi,E.coli,Amikacin,33.3,66,197,Sputum,0-10,45,Broth Microdilution,0
2022,India,Tamil Nadu,Klebsiella pneumoniae,Ciprofloxacin,46.7,91,195,Blood,0-10,55,E-test,0
2017,Uk,England,Pseudomonas aeruginosa,Meropenem,19.3,40,206,Sputum,0-10,50,Disk Diffusion,0
2021,India,Tamil Nadu,Staphylococcus aureus,Meropenem,36.8,87,236,Blood,60+,50,MIC (Automated),0
2024,India,Delhi,E.coli,Meropenem,44.6,84,189,Urine,0-10,55,Disk Diffusion,0
2023,India,Maharashtra,Klebsiella pneumoniae,Oxacillin,44.7,75,167,Urine,Nov-20,45,Broth Microdilution,0
2018,India,Maharashtra,Klebsiella pneumoniae,Amikacin,26.9,68,251,Blood,41-60,55,E-test,0
2017,Usa,Florida,Staphylococcus aureus,Ciprofloxacin,27.6,59,213,Sputum,41-60,45,Disk Diffusion,0
2016,Usa,New York,Pseudomonas aeruginosa,Amikacin,29.6,67,227,Urine,0-10,55,MIC (Automated),0
2018,Usa,California,Pseudomonas aeruginosa,Oxacillin,30.2,80,266,Sputum,Nov-20,45,Broth Microdilution,0
2016,Uk,Northern Ireland,Pseudomonas aeruginosa,Ciprofloxacin,25.8,55,215,CSF,41-60,45,MIC (Automated),0
2024,Uk,Wales,E.coli,Ciprofloxacin,36.5,99,270,Wound,Nov-20,45,MIC (Automated),0
2018,India,Kerala,Klebsiella pneumoniae,Ciprofloxacin,44.6,88,198,Wound,0-10,50,E-test,0
2017,India,Maharashtra,Klebsiella pneumoniae,Oxacillin,44.4,13,30,Wound,60+,55,E-test,0
2019,Usa,California,E.coli,Ciprofloxacin,23.1,48,209,CSF,21-40,45,Disk Diffusion,0
2015,Uk,Scotland,E.coli,Amikacin,20.7,78,378,Sputum,21-40,50,MIC (Automated),0
2018,India,Kerala,Klebsiella pneumoniae,Amikacin,32.8,55,169,Urine,41-60,55,Broth Microdilution,0
2016,Uk,Northern Ireland,Staphylococcus aureus,Ciprofloxacin,22.7,77,340,Wound,41-60,55,MIC (Automated),0
2018,India,Kerala,Pseudomonas aeruginosa,Ciprofloxacin,43.8,117,268,Blood,60+,50,MIC (Automated),0
2016,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,40.8,110,270,Sputum,60+,50,Broth Microdilution,0
2024,Usa,Florida,Pseudomonas aeruginosa,Ciprofloxacin,39.8,141,355,Sputum,0-10,55,MIC (Automated),0
2015,India,Tamil Nadu,Klebsiella pneumoniae,Meropenem,33.9,96,284,CSF,Nov-20,45,Disk Diffusion,0
2015,Usa,Florida,Staphylococcus aureus,Amikacin,15.9,30,187,Urine,60+,55,Disk Diffusion,0
2017,India,Tamil Nadu,Staphylococcus aureus,Amikacin,22.6,29,127,CSF,60+,50,E-test,0
2021,Usa,California,E.coli,Meropenem,42.6,46,109,Urine,41-60,50,Broth Microdilution,0
2015,India,Maharashtra,Pseudomonas aeruginosa,Ciprofloxacin,37.4,112,300,Sputum,Nov-20,45,Broth Microdilution,0
2022,Usa,New York,Staphylococcus aureus,Meropenem,36.8,43,117,Blood,60+,55,E-test,0
2024,India,Delhi,E.coli,Oxacillin,38.4,69,179,Urine,41-60,45,E-test,0
2024,Uk,Northern Ireland,Staphylococcus aureus,Oxacillin,36.0,62,171,Blood,41-60,45,Broth Microdilution,0
2020,Uk,Wales,E.coli,Oxacillin,40.1,90,224,Sputum,0-10,45,MIC (Automated),0
2022,Usa,Texas,Klebsiella pneumoniae,Ciprofloxacin,50.0,134,268,Wound,41-60,45,Broth Microdilution,1
2017,Uk,Wales,E.coli,Amikacin,13.2,41,310,Urine,60+,50,E-test,0
2015,India,Tamil Nadu,Staphylococcus aureus,Oxacillin,31.3,63,200,Blood,0-10,45,Broth Microdilution,0
2017,India,Tamil Nadu,Klebsiella pneumoniae,Ciprofloxacin,31.0,65,210,CSF,0-10,50,E-test,0
2020,India,Tamil Nadu,Pseudomonas aeruginosa,Ciprofloxacin,32.9,49,150,Urine,0-10,45,Broth Microdilution,0
2019,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,44.5,39,87,Urine,21-40,55,Disk Diffusion,0
2017,India,Tamil Nadu,Klebsiella pneumoniae,Amikacin,38.9,121,312,Wound,60+,55,MIC (Automated),0
2020,India,Kerala,Klebsiella pneumoniae,Meropenem,40.2,68,169,Sputum,Nov-20,50,Disk Diffusion,0
2023,India,Tamil Nadu,Klebsiella pneumoniae,Meropenem,48.5,138,284,Wound,21-40,45,Broth Microdilution,0
2024,Usa,New York,Pseudomonas aeruginosa,Ciprofloxacin,50.2,171,340,Sputum,Nov-20,55,MIC (Automated),1
2023,Uk,Scotland,Klebsiella pneumoniae,Ciprofloxacin,41.2,63,153,Wound,Nov-20,50,Broth Microdilution,0
2018,India,Maharashtra,E.coli,Meropenem,36.2,71,195,Wound,41-60,45,MIC (Automated),0
2022,India,Tamil Nadu,Pseudomonas aeruginosa,Amikacin,32.9,96,292,CSF,60+,55,Disk Diffusion,0
2024,Usa,Texas,Staphylococcus aureus,Amikacin,31.2,46,146,Blood,0-10,50,E-test,0
2021,Usa,California,Pseudomonas aeruginosa,Oxacillin,26.7,45,167,Wound,41-60,45,Broth Microdilution,0
2017,India,Tamil Nadu,Pseudomonas aeruginosa,Amikacin,29.6,43,144,CSF,21-40,55,Disk Diffusion,0
2015,India,Tamil Nadu,Staphylococcus aureus,Ciprofloxacin,25.2,31,124,Urine,41-60,45,Disk Diffusion,0
2021,Uk,Northern Ireland,Pseudomonas aeruginosa,Meropenem,26.3,67,253,CSF,41-60,45,Broth Microdilution,0
2016,India,Kerala,Klebsiella pneumoniae,Meropenem,34.3,54,156,Blood,60+,55,Disk Diffusion,0
2020,Uk,Wales,E.coli,Meropenem,28.9,78,269,Blood,41-60,50,E-test,0
2018,Usa,New York,E.coli,Meropenem,26.9,39,145,Sputum,21-40,50,E-test,0
2020,India,Maharashtra,E.coli,Ciprofloxacin,27.7,48,175,Blood,41-60,50,MIC (Automated),0
2023,India,Maharashtra,Staphylococcus aureus,Ciprofloxacin,42.9,90,209,Urine,0-10,45,E-test,0
2021,India,Delhi,Pseudomonas aeruginosa,Ciprofloxacin,35.9,104,289,Wound,41-60,50,MIC (Automated),0
2017,Usa,Florida,E.coli,Amikacin,26.1,58,224,CSF,Nov-20,45,Disk Diffusion,0
2023,Usa,Texas,Klebsiella pneumoniae,Amikacin,33.1,37,113,Wound,21-40,50,Broth Microdilution,0
2018,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,29.6,57,191,Urine,Nov-20,45,E-test,0
2022,India,Tamil Nadu,Staphylococcus aureus,Amikacin,35.2,131,372,Wound,60+,45,Disk Diffusion,0
2018,Uk,Northern Ireland,Pseudomonas aeruginosa,Amikacin,31.5,125,398,Wound,60+,45,E-test,0
2022,Usa,California,Staphylococcus aureus,Amikacin,28.8,29,99,CSF,0-10,55,Disk Diffusion,0
2015,Uk,England,Pseudomonas aeruginosa,Meropenem,12.5,14,110,CSF,41-60,45,Disk Diffusion,0
2017,India,Tamil Nadu,Staphylococcus aureus,Meropenem,26.0,45,174,Wound,60+,45,E-test,0
2019,India,Delhi,Staphylococcus aureus,Oxacillin,24.8,46,187,CSF,0-10,55,Disk Diffusion,0
2019,India,Tamil Nadu,Klebsiella pneumoniae,Oxacillin,30.2,92,304,Sputum,41-60,55,MIC (Automated),0
2016,Uk,Wales,Pseudomonas aeruginosa,Ciprofloxacin,35.9,128,356,Sputum,41-60,50,E-test,0
2023,Uk,Wales,Klebsiella pneumoniae,Amikacin,31.9,63,199,Wound,21-40,45,MIC (Automated),0
2023,Usa,Texas,Staphylococcus aureus,Oxacillin,35.5,90,253,Urine,21-40,45,Disk Diffusion,0
2022,Uk,Wales,Klebsiella pneumoniae,Ciprofloxacin,37.5,96,255,CSF,41-60,50,MIC (Automated),0
2023,Uk,Wales,E.coli,Ciprofloxacin,30.3,56,186,Sputum,Nov-20,45,Broth Microdilution,0
2024,Uk,Scotland,Staphylococcus aureus,Oxacillin,24.5,80,328,Blood,60+,50,E-test,0
2017,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,31.6,52,163,Sputum,21-40,45,Disk Diffusion,0
2024,Usa,New York,E.coli,Meropenem,30.5,53,173,Urine,0-10,55,Disk Diffusion,0
2023,India,Delhi,Klebsiella pneumoniae,Meropenem,51.3,75,146,CSF,21-40,50,MIC (Automated),1
2020,India,Maharashtra,Klebsiella pneumoniae,Oxacillin,41.0,88,215,Sputum,21-40,50,MIC (Automated),0
2024,Uk,Scotland,E.coli,Ciprofloxacin,42.0,70,166,Blood,Nov-20,55,Broth Microdilution,0
2022,India,Maharashtra,Staphylococcus aureus,Meropenem,26.7,108,406,Wound,0-10,50,MIC (Automated),0
2024,Uk,Scotland,Klebsiella pneumoniae,Meropenem,37.7,69,184,CSF,Nov-20,45,E-test,0
2022,India,Tamil Nadu,Staphylococcus aureus,Oxacillin,44.8,48,108,Wound,Nov-20,50,Disk Diffusion,0
2020,Uk,Scotland,Staphylococcus aureus,Meropenem,16.9,31,181,CSF,41-60,45,Disk Diffusion,0
2018,Usa,California,E.coli,Oxacillin,24.6,30,120,Urine,21-40,55,E-test,0
2024,India,Maharashtra,Staphylococcus aureus,Ciprofloxacin,42.4,92,217,Wound,0-10,50,Disk Diffusion,0
2021,Uk,Northern Ireland,E.coli,Meropenem,18.5,29,159,Wound,21-40,55,Disk Diffusion,0
2019,Uk,Northern Ireland,Pseudomonas aeruginosa,Oxacillin,32.9,64,195,Sputum,0-10,50,E-test,0
2019,India,Tamil Nadu,Staphylococcus aureus,Amikacin,16.4,37,228,Urine,21-40,45,Broth Microdilution,0
2018,India,Tamil Nadu,E.coli,Oxacillin,26.5,59,224,CSF,41-60,55,Disk Diffusion,0
2022,Uk,England,Pseudomonas aeruginosa,Ciprofloxacin,36.8,41,111,CSF,60+,45,Broth Microdilution,0
2020,Uk,Wales,E.coli,Ciprofloxacin,36.6,120,328,Sputum,41-60,50,E-test,0
2023,India,Delhi,Pseudomonas aeruginosa,Ciprofloxacin,40.7,90,222,CSF,60+,50,E-test,0
2021,Usa,California,Klebsiella pneumoniae,Oxacillin,31.7,101,318,CSF,21-40,45,Disk Diffusion,0
2016,Usa,Florida,Staphylococcus aureus,Amikacin,18.0,30,165,Urine,Nov-20,45,MIC (Automated),0
2015,Uk,Scotland,E.coli,Meropenem,32.5,33,102,Wound,41-60,45,Broth Microdilution,0
2015,India,Tamil Nadu,E.coli,Ciprofloxacin,30.4,73,240,Blood,0-10,55,E-test,0
2024,Uk,England,E.coli,Oxacillin,35.8,40,112,Urine,60+,55,Broth Microdilution,0
2016,Usa,New York,Pseudomonas aeruginosa,Meropenem,25.5,16,62,Blood,21-40,50,MIC (Automated),0
2023,Usa,New York,Pseudomonas aeruginosa,Meropenem,44.4,119,268,Sputum,Nov-20,50,MIC (Automated),0
2017,India,Tamil Nadu,Staphylococcus aureus,Ciprofloxacin,29.2,84,288,Sputum,41-60,55,Broth Microdilution,0
2019,Usa,Florida,Staphylococcus aureus,Oxacillin,25.0,63,251,Sputum,0-10,50,Broth Microdilution,0
2021,Usa,California,E.coli,Oxacillin,39.0,98,251,Wound,21-40,50,E-test,0
2020,Uk,England,Staphylococcus aureus,Oxacillin,13.5,32,240,Blood,21-40,50,Broth Microdilution,0
2021,Usa,New York,Staphylococcus aureus,Ciprofloxacin,28.2,93,331,Sputum,60+,55,Broth Microdilution,0
2015,Usa,California,Pseudomonas aeruginosa,Amikacin,9.0,20,219,Urine,41-60,45,Disk Diffusion,0
2023,Usa,Florida,Pseudomonas aeruginosa,Oxacillin,30.1,69,229,Wound,Nov-20,45,E-test,0
2018,Uk,England,Staphylococcus aureus,Meropenem,21.0,18,88,CSF,21-40,45,Disk Diffusion,0
2016,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,36.4,74,203,Sputum,0-10,50,Broth Microdilution,0
2016,Uk,England,Pseudomonas aeruginosa,Oxacillin,23.0,60,263,Sputum,60+,55,Disk Diffusion,0
2019,India,Delhi,Staphylococcus aureus,Ciprofloxacin,29.8,61,205,Wound,60+,50,E-test,0
2015,Uk,Wales,Klebsiella pneumoniae,Meropenem,25.7,30,115,Urine,41-60,45,Broth Microdilution,0
2016,Uk,England,Staphylococcus aureus,Oxacillin,20.3,49,240,Urine,60+,50,Disk Diffusion,0
2019,Uk,England,E.coli,Ciprofloxacin,36.9,25,67,Wound,21-40,50,Disk Diffusion,0
2019,India,Tamil Nadu,Staphylococcus aureus,Meropenem,39.6,91,230,CSF,21-40,50,Disk Diffusion,0
2023,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,49.7,125,252,Blood,Nov-20,55,Disk Diffusion,0
2015,Uk,Scotland,Pseudomonas aeruginosa,Meropenem,24.4,35,144,Urine,60+,50,E-test,0
2021,Usa,Texas,E.coli,Meropenem,40.4,42,105,Urine,21-40,50,Disk Diffusion,0
2017,India,Tamil Nadu,Klebsiella pneumoniae,Meropenem,37.9,84,221,Blood,0-10,45,E-test,0
2017,Usa,Texas,Klebsiella pneumoniae,Amikacin,21.1,23,109,Wound,41-60,45,Disk Diffusion,0
2021,Uk,Northern Ireland,Staphylococcus aureus,Amikacin,36.0,102,283,Sputum,41-60,50,Broth Microdilution,0
2018,India,Maharashtra,Klebsiella pneumoniae,Meropenem,33.5,69,207,Urine,21-40,50,E-test,0
2020,India,Tamil Nadu,Pseudomonas aeruginosa,Meropenem,35.6,47,132,Sputum,60+,45,MIC (Automated),0
2023,Usa,New York,Pseudomonas aeruginosa,Ciprofloxacin,45.8,108,236,Wound,41-60,50,MIC (Automated),0
2018,India,Delhi,Klebsiella pneumoniae,Amikacin,28.6,65,229,CSF,Nov-20,55,Broth Microdilution,0
2019,Uk,England,Staphylococcus aureus,Ciprofloxacin,38.3,81,211,Wound,21-40,50,E-test,0
2017,Usa,Florida,E.coli,Meropenem,31.0,63,202,Wound,21-40,55,Broth Microdilution,0
2020,Uk,Wales,Pseudomonas aeruginosa,Oxacillin,38.3,115,300,Urine,21-40,50,Disk Diffusion,0
2019,Uk,Northern Ireland,Pseudomonas aeruginosa,Amikacin,22.6,7,30,Blood,0-10,55,E-test,0
2015,Uk,Scotland,Staphylococcus aureus,Meropenem,18.1,11,61,Urine,41-60,50,MIC (Automated),0
2016,Uk,Wales,Klebsiella pneumoniae,Meropenem,23.1,30,132,Wound,Nov-20,45,MIC (Automated),0
2024,India,Tamil Nadu,E.coli,Ciprofloxacin,39.1,82,210,Sputum,21-40,45,MIC (Automated),0
2024,India,Delhi,Pseudomonas aeruginosa,Ciprofloxacin,47.1,87,185,Blood,41-60,50,Disk Diffusion,0
2023,Usa,California,Klebsiella pneumoniae,Meropenem,40.9,66,161,Urine,Nov-20,55,Broth Microdilution,0
2020,India,Maharashtra,Staphylococcus aureus,Amikacin,32.1,129,403,CSF,41-60,45,Broth Microdilution,0
2017,Usa,Texas,Staphylococcus aureus,Ciprofloxacin,24.7,16,64,CSF,60+,45,Disk Diffusion,0
2024,India,Delhi,Klebsiella pneumoniae,Meropenem,39.0,60,154,Blood,0-10,50,MIC (Automated),0
2023,Usa,Texas,Staphylococcus aureus,Meropenem,21.0,67,317,Urine,21-40,45,Disk Diffusion,0
2019,Usa,Texas,Pseudomonas aeruginosa,Ciprofloxacin,37.4,73,195,Wound,21-40,55,MIC (Automated),0
2024,Uk,Wales,E.coli,Oxacillin,26.5,34,129,Wound,60+,50,Disk Diffusion,0
2016,Uk,Wales,Pseudomonas aeruginosa,Meropenem,28.7,56,196,Wound,41-60,55,Disk Diffusion,0
2015,India,Delhi,Pseudomonas aeruginosa,Meropenem,29.9,56,186,Sputum,Nov-20,55,Disk Diffusion,0
2021,Usa,Florida,Staphylococcus aureus,Amikacin,38.2,54,141,Blood,0-10,50,MIC (Automated),0
2023,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,44.9,99,221,Sputum,41-60,50,E-test,0
2023,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,37.2,68,182,Wound,41-60,55,E-test,0
2016,India,Kerala,E.coli,Meropenem,20.0,16,80,Sputum,0-10,55,Disk Diffusion,0
2024,Usa,California,Staphylococcus aureus,Amikacin,33.0,10,30,Wound,Nov-20,55,MIC (Automated),0
2021,Uk,Northern Ireland,E.coli,Amikacin,24.6,53,217,Urine,41-60,50,E-test,0
2023,Usa,Texas,Klebsiella pneumoniae,Meropenem,35.7,95,266,Wound,21-40,55,E-test,0
2016,Usa,California,Staphylococcus aureus,Amikacin,16.4,34,206,CSF,41-60,50,Broth Microdilution,0
2024,India,Kerala,Klebsiella pneumoniae,Amikacin,43.7,118,270,Urine,60+,50,Broth Microdilution,0
2022,Usa,California,Klebsiella pneumoniae,Amikacin,38.6,73,189,Sputum,60+,45,Disk Diffusion,0
2021,Uk,England,Klebsiella pneumoniae,Amikacin,27.4,109,396,Blood,41-60,45,Broth Microdilution,0
2015,Uk,England,Klebsiella pneumoniae,Ciprofloxacin,21.4,67,312,Sputum,60+,45,Disk Diffusion,0
2020,Usa,Florida,E.coli,Meropenem,33.5,46,138,Blood,21-40,55,Disk Diffusion,0
2016,Usa,New York,Klebsiella pneumoniae,Oxacillin,28.1,60,212,Blood,0-10,55,MIC (Automated),0
2017,India,Delhi,Klebsiella pneumoniae,Amikacin,42.0,64,153,Wound,21-40,55,Broth Microdilution,0
2022,Usa,California,E.coli,Meropenem,35.5,94,264,Blood,Nov-20,50,MIC (Automated),0
2023,Uk,Scotland,E.coli,Meropenem,40.2,64,158,CSF,Nov-20,50,Disk Diffusion,0
2022,India,Delhi,E.coli,Oxacillin,38.4,111,288,Sputum,21-40,45,Disk Diffusion,0
2022,Usa,New York,E.coli,Ciprofloxacin,33.9,66,194,Wound,0-10,50,Disk Diffusion,0
2018,Usa,California,Pseudomonas aeruginosa,Meropenem,25.7,60,234,Wound,Nov-20,45,E-test,0
2020,Usa,California,Staphylococcus aureus,Amikacin,33.1,18,53,CSF,0-10,45,Disk Diffusion,0
2020,Usa,New York,Klebsiella pneumoniae,Oxacillin,26.4,83,316,Urine,21-40,50,MIC (Automated),0
2015,Usa,New York,E.coli,Amikacin,31.2,102,328,Urine,21-40,50,MIC (Automated),0
2022,Uk,Scotland,E.coli,Meropenem,32.9,91,277,CSF,60+,50,Broth Microdilution,0
2024,Uk,England,Pseudomonas aeruginosa,Meropenem,38.3,68,178,CSF,0-10,55,Disk Diffusion,0
2021,Uk,Scotland,E.coli,Meropenem,34.4,31,89,Blood,60+,55,Disk Diffusion,0
2018,Uk,England,Pseudomonas aeruginosa,Oxacillin,33.1,98,297,Sputum,41-60,45,Broth Microdilution,0
2024,Uk,Wales,E.coli,Meropenem,27.1,81,299,Sputum,Nov-20,45,E-test,0
2016,Uk,Wales,Klebsiella pneumoniae,Amikacin,27.1,47,175,Blood,41-60,50,E-test,0
2020,Usa,Texas,Staphylococcus aureus,Ciprofloxacin,34.9,83,239,CSF,41-60,45,E-test,0
2024,India,Tamil Nadu,Klebsiella pneumoniae,Oxacillin,44.7,101,227,Urine,41-60,55,Disk Diffusion,0
2017,Usa,Florida,Klebsiella pneumoniae,Amikacin,20.3,24,117,CSF,0-10,45,MIC (Automated),0
2019,Usa,Texas,E.coli,Amikacin,21.3,33,154,Blood,21-40,55,Broth Microdilution,0
2016,Usa,Florida,Staphylococcus aureus,Oxacillin,25.9,60,231,CSF,60+,45,Broth Microdilution,0
2016,Usa,California,E.coli,Oxacillin,30.9,49,159,CSF,21-40,55,E-test,0
2019,Uk,Scotland,E.coli,Oxacillin,28.3,52,185,Urine,60+,50,MIC (Automated),0
2022,India,Tamil Nadu,Klebsiella pneumoniae,Amikacin,31.2,76,243,Blood,Nov-20,55,MIC (Automated),0
2018,India,Tamil Nadu,Pseudomonas aeruginosa,Amikacin,33.3,115,345,Blood,21-40,55,MIC (Automated),0
2015,Usa,Florida,E.coli,Meropenem,25.5,43,169,Wound,41-60,45,Broth Microdilution,0
2018,Usa,Texas,Pseudomonas aeruginosa,Amikacin,29.7,17,58,Sputum,Nov-20,55,E-test,0
